忍,35,3.36
珣,34,100.00
盾,34,4.11
竣,34,18.51
箫,34,17.64
谱,34,7.37
鳌,34,15.85
赣,34,14.40
绒,34,9.64
绚,34,18.56
郭,33,5.44
鄂,33,11.36
熔,33,11.87
状,33,2.02
畏,33,6.27
是,33,0.32
晃,33,5.37
垠,33,25.72
询,33,4.76
履,33,5.39
鹄,33,24.36
弥,33,5.33
辽,33,6.47
倪,32,13.62
灯,32,3.17
聿,32,16.01
冯,32,5.03
菜,32,3.62
坝,32,10.02
柠,32,24.29
筑,32,3.21
详,32,4.12
屿,32,9.09
岫,32,32.73
峤,32,41.17
浓,32,4.62
庶,32,11.72
麻,32,3.16
绥,32,10.06
罕,32,6.88
恪,31,15.33
邻,31,4.75
惊,31,2.04
狮,31,6.74
卢,31,4.92
琏,31,18.96
阅,31,4.20
颉,31,15.88
梧,31,14.27
楣,31,21.18
殊,31,3.33
汗,31,4.21
身,31,1.00
仿,31,3.53
俨,31,16.02
怿,30,77.46
所,30,0.68
扎,30,3.92
犁,30,12.52
助,30,1.89
阵,30,2.31
难,30,1.29
末,30,3.19
垄,30,7.19
禅,30,6.58
樾,30,32.37
骋,30,20.63
站,30,1.78
岛,30,2.33
泗,30,25.37
洞,30,2.81
伽,30,8.17
恂,29,37.73
遐,29,18.71
配,29,2.16
务,29,1.15
鋆,29,19.36
收,29,1.39
画,29,2.46
曹,29,4.32
蝉,29,11.45
桔,29,13.31
笔,29,2.61
符,29,3.26
欲,29,2.84
峡,29,4.81
贡,29,4.26
绘,29,5.07
彝,29,15.45
搏,28,7.14
璎,28,52.27
虚,28,2.88
晰,28,6.43
宠,28,7.38
寄,28,4.37
渺,28,10.64
纤,28,6.03
庵,28,11.00
轮,28,2.94
翱,28,21.40
傅,27,5.11
焜,27,100.00
卷,27,2.67
厉,27,3.49
史,27,1.55
铄,27,42.97
闵,27,15.82
嘎,27,9.68
堰,27,14.35
样,27,0.74
宴,27,6.10
席,27,2.40
伸,27,3.02
激,27,2.02
忌,27,5.22
造,26,1.31
炅,26,51.64
悟,26,4.37
胖,26,5.04
焦,26,4.05
户,26,2.18
荐,26,6.87
荧,26,13.50
咪,26,12.66
瓒,26,19.05
铠,26,22.58
畔,26,9.35
矛,26,3.72
梵,26,12.39
谭,26,5.96
涯,26,8.05
巩,26,6.92
己,26,0.91
弓,26,6.26
倍,25,3.52
逍,25,14.37
燎,25,18.97
戟,25,16.06
动,25,0.68
苒,25,60.30
卯,25,18.00
率,25,1.76
敢,25,2.12
蘅,25,45.41
器,25,1.45
雀,25,6.54
裴,25,11.10
饶,25,6.28
娘,25,2.29
稼,25,8.94
嫚,25,100.00
管,25,1.08
尖,25,3.33
崖,25,6.20
涧,25,17.14
辞,25,3.72
聘,24,6.11
邱,24,7.01
劭,24,32.57
玢,24,50.60
及,24,0.97
瑚,24,10.99
哓,24,65.32
锷,24,27.77
旌,24,20.56
霭,24,21.69
睦,24,10.16
颀,24,33.31
颍,24,17.29
榛,24,25.73
嫱,24,44.26
宓,24,21.23
议,24,1.28
调,24,1.34
沃,24,4.61
沉,24,1.98
洽,24,10.30
店,24,2.58
亢,24,11.85
溯,24,8.53
归,24,2.34
彻,24,3.06
羚,24,17.07
倚,23,7.64
总,23,1.00
恢,23,3.28
烜,23,100.00
勐,23,39.49
拴,23,10.94
珀,23,9.76
瑰,23,7.01
皖,23,11.48
监,23,2.12
坎,23,6.83
处,23,0.97
夔,23,21.45
妲,23,29.19
秘,23,2.21
樊,23,11.69
稷,23,16.98
嫔,23,17.83
毕,23,2.65
谕,23,7.43
泱,23,28.79
絮,23,10.67
工,23,0.76
下,23,0.54
鹂,23,38.84
滩,23,5.30
佃,23,11.46
御,23,3.33
者,22,0.70
而,22,0.52
性,22,0.75
聃,22,41.34
刃,22,7.85
扶,22,3.89
护,22,1.51
听,22,1.09
葱,22,9.05
甄,22,16.92
锵,22,17.10
镔,22,71.95
零,22,3.16
圳,22,5.46
裔,22,8.65
裳,22,8.80
角,22,1.87
笋,22,12.77
论,22,0.94
评,22,2.02
寺,22,4.63
汤,22,3.89
岙,22,77.90
粲,22,28.28
峙,22,9.93
泾,22,22.69
赓,22,15.79
绳,22,4.93
弛,22,12.04
车,22,1.22
澳,22,3.92
倬,21,43.69
热,21,1.58
燊,21,100.00
芦,21,6.64
琥,21,22.13
璘,21,100.00
钿,21,32.92
甸,21,7.17
蔼,21,12.50
阜,21,12.42
陇,21,11.71
须,21,1.33
顾,21,1.98
娓,21,17.05
说,21,0.44
粮,21,3.01
贲,21,26.35
交,21,1.11
什,21,0.79
企,21,1.34
径,21,3.02
耳,20,2.05
邈,20,28.79
邓,20,3.71
胄,20,19.36
牡,20,9.20
去,20,0.58
瑀,20,100.00
钥,20,6.51
坑,20,5.53
柄,20,5.53
查,20,1.33
夜,20,1.65
奈,20,3.73
祜,20,29.41
谅,20,5.15
就,20,0.46
赖,20,3.06
线,20,1.28
绯,20,15.59
戬,19,30.17
右,19,1.83
琇,19,100.00
针,19,2.45
蕤,19,58.78
畴,19,7.29
旷,19,7.46
昔,19,5.93
皆,19,3.15
塬,19,45.63
项,19,1.47
外,19,0.72
移,19,1.99
谌,19,17.38
费,19,1.34
洼,19,10.31
贾,19,4.79
赏,19,3.19
幻,19,3.14
绎,19,9.02
绰,19,8.53
弈,19,20.61
鼐,19,26.97
住,19,1.05
龚,19,9.98
快,19,1.14
悌,18,27.32
僖,18,24.44
艇,18,2.92
蔡,18,5.20
镒,18,31.73
数,18,0.89
陌,18,5.25
虔,18,7.78
目,18,0.89
染,18,2.43
埠,18,11.49
矩,18,5.00
磐,18,12.91
楫,18,25.24
骑,18,3.00
宰,18,4.75
宿,18,3.85
词,18,2.07
毫,18,1.94
汛,18,13.87
泥,18,3.22
涟,18,15.05
足,18,1.36
淡,18,2.77
带,18,1.07
纵,18,2.64
滟,18,37.39
辑,18,2.90
迷,18,2.45
脉,17,3.38
凰,17,5.90
勖,17,26.97
茁,17,20.09
茸,17,10.44
掌,17,1.90
受,17,0.87
瑕,17,14.25
钏,17,29.53
蕃,17,12.58
整,17,1.16
旅,17,1.99
藜,17,21.12
晞,17,100.00
圃,17,11.30
圈,17,2.82
霍,17,3.01
椒,17,9.47
奂,17,13.58
姆,17,2.21
檀,17,11.02
诠,17,12.87
岁,17,1.70
鲤,17,9.59
泮,17,45.05
涣,17,14.20
践,17,3.33
巷,17,5.68
渐,17,1.87
鸯,17,15.17
帼,17,24.42
网,17,1.42
彼,17,2.61
翥,17,50.66
迦,17,6.12
途,16,2.20
烛,16,5.98
兔,16,5.38
醇,16,6.11
报,16,0.84
芩,16,21.73
劳,16,1.51
匀,16,6.66
厅,16,2.47
揆,16,21.42
味,16,1.77
命,16,0.87
钻,16,3.57
铂,16,22.54
瓦,16,2.40
镝,16,59.63
薛,16,4.10
薰,16,15.28
闰,16,16.50
服,16,1.05
祉,16,19.61
楹,16,23.49
秒,16,4.33
稀,16,3.72
窑,16,5.27
警,16,1.52
察,16,1.33
诤,16,19.23
谈,16,1.22
谧,16,15.31
屋,16,1.80
粒,16,3.54
鲸,16,6.37
系,16,0.82
浜,16,17.96
巾,16,5.08
绅,16,6.07
绢,16,5.43
翻,16,2.08
郊,15,5.13
感,15,0.82
册,15,2.99
几,15,0.79
我,15,0.27
船,15,1.35
色,15,0.92
区,15,0.85
捍,15,9.31
珞,15,20.27
铣,15,23.04
铺,15,3.21
链,15,4.39
间,15,0.64
朕,15,8.24
栎,15,22.13
墙,15,2.38
壬,15,14.59
棱,15,7.44
壹,15,21.20
祈,15,5.50
覃,15,24.19
娆,15,33.97
宥,15,21.95
诒,15,17.50
尽,15,1.19
沣,15,17.82
峦,15,12.93
注,15,1.20
浅,15,3.45
庠,15,19.64
纱,15,5.43
仟,15,31.62
漾,15,12.22
濠,15,25.89
迹,15,2.15
追,15,1.60
职,14,1.31
偲,14,100.00
灶,14,6.22
邕,14,21.04
胥,14,11.15
内,14,0.70
熏,14,7.68
释,14,1.62
艮,14,19.29
择,14,1.83
茅,14,4.91
医,14,1.15
荡,14,2.71
排,14,1.41
获,14,1.43
县,14,1.71
撒,14,2.73
唤,14,3.60
雾,14,3.21
垦,14,7.85
堪,14,3.52
夙,14,16.43
榴,14,6.04
觅,14,6.84
婆,14,2.52
沿,14,2.22
淙,14,15.37
已,14,0.59
事,14,0.47
漱,14,9.92
轼,14,7.30
侗,14,17.59
徵,14,14.52
怒,13,2.07
牙,13,1.82
技,13,1.02
抱,13,2.04
包,13,1.07
挚,13,7.45
挥,13,1.45
探,13,1.69
措,13,2.07
告,13,0.87
锰,13,15.05
矿,13,2.52
墅,13,6.95
禺,13,7.69
规,13,0.88
竺,13,9.75
段,13,1.21
尾,13,2.33
糖,13,3.26
泠,13,31.93
活,13,0.74
浔,13,22.36
浣,13,16.21
丫,13,5.98
湄,13,10.96
庐,13,7.04
麓,13,10.52
绛,13,13.32
佟,13,8.25
侬,13,8.58
储,12,2.68
醉,12,3.21
犀,12,9.59
努,12,1.90
勰,12,29.15
荀,12,10.88
菀,12,26.67
蒋,12,2.03
蒿,12,15.26
唱,12,2.19
旬,12,4.53
构,12,1.09
裙,12,4.86
概,12,1.47
览,12,3.41
驷,12,26.97
穹,12,9.78
讷,12,12.44
识,12,0.88
籍,12,2.80
屠,12,4.10
鳞,12,6.04
嵬,12,29.28
浴,12,4.42
涉,12,2.16
巡,12,2.73
巽,12,25.82
溟,12,14.65
产,12,0.60
缓,12,1.94
还,12,0.48
翡,12,13.84
逗,11,5.19
邺,11,15.79
况,11,0.93
切,11,0.83
戊,11,10.42
扣,11,2.77
拜,11,2.05
玎,11,35.71
玠,11,100.00
取,11,0.81
铧,11,28.28
敌,11,1.06
敞,11,5.21
疑,11,1.28
斓,11,12.31
雕,11,3.18
最,11,0.56
坞,11,7.51
杞,11,11.43
栖,11,4.77
砺,11,19.39
墀,11,34.25
预,11,1.20
墉,11,32.18
袭,11,2.04
示,11,0.94
夺,11,1.99
祠,11,8.26
种,11,0.42
娱,11,4.85
完,11,0.78
箴,11,14.41
诏,11,5.50
诩,11,11.56
气,11,0.68
汕,11,11.66
沄,11,100.00
洒,11,4.21
累,11,2.21
鸳,11,11.60
湜,11,100.00
庙,11,3.27
绫,11,7.99
综,11,2.40
漂,11,2.65
弗,11,2.10
缙,11,20.28
漠,11,3.07
漩,11,10.53
忧,11,2.44
翩,11,7.89
息,10,0.90
恰,10,2.08
憬,10,9.94
膺,10,10.50
刀,10,1.71
扁,10,2.84
扩,10,1.68
牵,10,2.74
芾,10,21.76
勍,10,100.00
拔,10,2.40
狗,10,2.05
拙,10,5.31
茨,10,3.20
据,10,0.76
鎏,10,22.72
玑,10,3.60
接,10,0.68
菘,10,35.63
珙,10,51.64
琚,10,57.74
琤,10,100.00
璃,10,3.13
错,10,1.13
锜,10,34.05
甬,10,11.97
攸,10,8.43
蔺,10,24.08
啊,10,1.29
敷,10,5.60
族,10,1.04
闳,10,21.76
蜂,10,3.16
眼,10,0.73
督,10,1.52
螺,10,4.30
蠡,10,13.47
桉,10,23.90
衔,10,4.13
衷,10,3.72
磬,10,24.43
契,10,3.01
奖,10,1.97
套,10,1.74
奴,10,2.24
妻,10,1.73
秧,10,8.93
秩,10,2.87
称,10,0.92
骝,10,50.00
骢,10,61.72
檬,10,11.42
嫩,10,4.65
宅,10,3.07
证,10,0.83
寂,10,2.85
寓,10,3.81
汾,10,10.39
沆,10,33.10
粹,10,2.84
峭,10,6.46
浑,10,3.35
赜,10,20.68
浮,10,2.33
涂,10,2.84
趣,10,1.71
巢,10,4.05
跳,10,1.60
绶,10,12.36
绾,10,15.99
缇,10,31.43
伙,10,1.67
侍,10,3.10
候,9,0.76
邢,9,7.82
鞠,9,6.29
奚,9,7.92
庞,9,2.91
危,8,1.23
薄,8,2.06
闫,8,24.93
柴,8,2.97
崔,8,4.29
廖,8,5.40
翟,8,10.17
郦,7,18.59
於,7,2.86
阮,7,6.18
束,7,1.34
靳,7,9.73
诸,7,1.37
屈,7,2.30
粱,7,7.81
乌,7,1.66
缪,7,6.46
聂,6,4.38
别,6,0.51
呼,6,1.09
阴,6,1.23
骆,6,4.58
酒,5,0.95
戚,5,2.90
暴,5,1.16
娄,5,8.52
濮,5,9.70
邹,4,4.48
郝,4,4.36
牟,4,3.73
晁,4,9.30
詹,4,2.98
寇,4,3.09
鲍,4,2.23
仇,4,1.56
郜,3,23.09
臧,3,7.62
阙,3,4.71
隗,3,11.15
栾,3,7.97
窦,3,3.32
滑,3,1.30
郗,2,22.72
苟,2,2.69
钮,2,2.35
裘,2,2.66
褚,2,4.84
母,2,0.47
但,2,0.21
邸,1,2.29
冼,1,10.00
刁,1,3.03
刑,1,0.55
卞,1,5.06
嵇,1,4.01
巫,1,1.20
漆,1,1.28
辜,1,1.57
